question1,question2
confusion to curiosity: I think my hamster is broken?,Should I release my hamster to nature?
anger to curiosity: Girlfriend getting engaged. It's hard to believe this news. I can't accept it. em getting really depressed and angry all the time. any advice?,Girlfriend getting engaged. It's hard to believe this news. I can't accept it. em getting really depressed and angry all the time. any advice?
confusion to curiosity: Should I switch to government job?,Is it good to switch from IT job to government job?
curiosity to sadness: What's the absolute easiest way to commit suicide?,What is the least painful and best way to commit suicide?
curiosity to admiration: Who is the best actress in India in terms of beauty?,Who is the best actress in India in terms of beauty?
curiosity to admiration: What are the units of heat?,What are the units of heat?
curiosity to fear: Has Modi's Pakistan Policy completely failed?,Is Pakistan afraid of Narendra Modi?
curiosity to confusion: How hard is it to be accepted into Cambridge astrophysics?,How hard is it to be accepted into Cambridge astrophysics?
confusion to curiosity: Why can't I delete my messages on Snapchat?,How do I delete my Snapchat?
desire to curiosity: I want myself and my life to change 360 degrees. What should I do?,I want to change myself. What should I do?
curiosity to joy: Does high intelligence cause some people to be less empathetic?,Does high intelligence cause some people to be less empathetic?
admiration to curiosity: What is the most beautiful word in Hindi?,What is the Hindi word for magazine?
curiosity to gratitude: What made Agatha Christie such a successful mystery author?,What made Agatha Christie such a successful mystery author?
admiration to curiosity: Which is the best laptop I can buy in india for Rs.25000-30000?,What is the best laptop under 30k?
curiosity to admiration: Women complain about having to comply with beauty standards defined by men.But why then do they happily subject themselves to the fashion industry?,Women complain about having to comply with beauty standards defined by men.But why then do they happily subject themselves to the fashion industry?
"confusion to fear: Why do I feel really uncomfortable and tense around certain guys, even though I'm not always attracted to that person?",I feel the center of attraction in public places even though I know that nobody is looking at me. This makes me feel nervous. What should I do?
confusion to curiosity: Can I rent a flat in Mumbai with my gf and fool the landlord that we are married?,How do I rent a flat in Mumbai?
curiosity to confusion: How long do I have to wait to get answers to my Quora questions?,How long do I have to wait to get answers to my Quora questions?
curiosity to admiration: What is AC and DC currents?,What is AC and DC currents?
curiosity to sadness: What would be a cool way to commit suicide?,What is the least painful way for suicide?
love to curiosity: What do you do when you fall in love with your bestfriend and she's already in a very happy relationship?,What do you do when you fall in love with your best friend?
curiosity to joy: What should we do to enjoy the life?,What should we do to enjoy the life?
curiosity to confusion: At what price should I sell my JEE preparation material?,At what price should I sell my JEE preparation material?
admiration to confusion: What is the best way to be excellent in study?,What should I do to excel in my studies?
anger to admiration: How do I deal with angry and stubborn people?,How do I deal with angry and stubborn people?
curiosity to confusion: What app lets you listen to free music that doesn't need wifi?,What app lets you listen to free music that doesn't need wifi?
curiosity to optimism: What are the advantages and disadvantages of working in the hotel industry?,What are the advantages and disadvantages of working in the hotel industry?
"curiosity to confusion: Without net neutrality, would I still be able to run a basic forum site?","Without net neutrality, would I still be able to run a basic forum site?"
curiosity to confusion: Is it true that Moses saw God write the 10 Commandments on a mountaintop?,Is it true that Moses saw God write the 10 Commandments on a mountaintop?
curiosity to sadness: What are the possible ways to commit suicide?,What is the quickest and less painful way to commit suicide?
curiosity to sadness: I feel like I'm constantly on the edge of a mental breakdown into insanity. What do I do?,I had started moving on. I saw my ex yesterday. Now I'm again sad about the past. How do I overcome these constant breakdowns?
"annoyance to curiosity: What are the most common characteristics of stupid, ignorant or uneducated people?","What are the most common characteristics of stupid, ignorant or uneducated people?"
confusion to curiosity: Why would Facebook ask me if I knew someone that I am not friends with?,What is the nicest way to decline a Facebook friend request?
curiosity to love: How can I change the language in Counter-Strike : Condition Zero?,How can I change the language in Counter-Strike : Condition Zero?
curiosity to confusion: Why can't I be funny?,Why can't I be funny?
curiosity to anger: What are some therapy alternatives for anger management?,How can I control my anger? 
curiosity to confusion: Why won't Instagram let me follow people?,Why won't Instagram let me follow people?
curiosity to joy: Am I gay if I grab a male booty?,Am I gay if I grab a male booty?
"admiration to curiosity: Which is best book for Quantitative Aptitude, especially for cracking Banking exams high grade like RBI and NABARD.",How do I crack the TCS aptitude test?
confusion to curiosity: Can I find out who is sending my public snap stories to other people? I notice people are watching my story who have never been my friend.,"Is Apple still an innovative, strong competitor or is it becoming a niche player compared to Android and Windows?"
"optimism to curiosity: How would you have made the Star Wars prequels differently while retaining the politics involved and successfully handing off to ""A New Hope""?",What would be the best way to restructure and improve the Star Wars prequels?
confusion to caring: Why don't I like talking about my feelings or expressing the way I feel about things?,Why don't I like talking about my feelings or expressing the way I feel about things?
curiosity to confusion: Which is Best entertainment and app developing laptop under 35k?,Which is Best entertainment and app developing laptop under 35k?
curiosity to admiration: What's the best way to write an essay?,What's the best way to write an essay?
anger to curiosity: My boyfriend's family absolutely hates me and tries to keep us from seeing each other I've been nothing but kind and they still hate me what do I do?,My boyfriend's family absolutely hates me and tries to keep us from seeing each other I've been nothing but kind and they still hate me what do I do?
confusion to curiosity: How do I not be awkward?,How can you never be awkward?
confusion to curiosity: My messages and message history on my iPhone 6 suddenly disappeared after I restarted the phone. Is there any way I can get them back?,What is the best way to track phone messages?
curiosity to admiration: What are the best ways to celebrate Father’s Day?,What are the best ways to celebrate Father’s Day?
curiosity to anger: What should I do if my mother hates me?,I hate my mother. What should I do?
curiosity to love: How do you let go of someone you love more than your life?,How do you let go of someone you love more than your life?
curiosity to admiration: How can I really start losing weight?,How can I really start losing weight?
"confusion to curiosity: On Snapchat, if I unfriended someone but did not block them, how can I refriend them?",What is the protocol to unfriend someone from Snapchat?
curiosity to confusion: Can you schedule an Uber ahead of time? How do you do this? Can I set the pickup time in advance?,Can you schedule an Uber ahead of time? How do you do this? Can I set the pickup time in advance?
curiosity to admiration: Which is the best book for self studying cost accounting and financial management for IPCC?,Which is the best book for self studying cost accounting and financial management for IPCC?
fear to curiosity: Which are the 10 most dangerous cities in America?,Which are the 10 most dangerous cities in America?
love to curiosity: How do I know that my boyfriend loves me?,What should I do to know if my girlfriend still loves me?
curiosity to confusion: How do I recover Gmail password without user knowing?,How do I recover Gmail password without user knowing?
disgust to curiosity: Which is the most disgusting novel you've ever read?,Which is the most disgusting novel you've ever read?
curiosity to anger: How do I reduce my anger?,How can I control on my anger?
"curiosity to annoyance: Sir, I completed my m.tech in digital electronics and communication systems in 2016.i want to do core job with best salary. what I have to do?",Why is Quora app is so irritating and annoying? Keeps closing or restarting every 2 minutes
confusion to curiosity: Is it inappropriate to not wear a bra outside of the house?,Why do even small girl child wears bra during swimming?
curiosity to love: Can one distinguish between Indians and Pakistanis by sight? And by speech?,Can one distinguish between Indians and Pakistanis by sight? And by speech?
confusion to curiosity: How can I obtain a business loan with no collateral?,What should I do before applying for a loan?
curiosity to admiration: What are some ideas for a one month anniversary?,What are some ideas for a one month anniversary?
curiosity to admiration: What is the best advice you have ever been given?,What is the best advice you have ever been given?
confusion to curiosity: Should I use an Ouija board? Do they really work?,Are Ouija boards appropriate toys for children?
excitement to curiosity: How do I know if someone is excited and happy to talk to me?,"Why do teenagers use the word ""literally"" so liberally?"
curiosity to confusion: Why don't you see little people in our community?,Why don't you see little people in our community?
anger to curiosity: What was the worst stock market trade you have ever made? What lesson did that experience teach you?,What was the worst stock market trade you have ever made? What lesson did that experience teach you?
confusion to curiosity: How can I lose 35 pounds in 6-12 months?,What are the best ways to lose weight?
"curiosity to annoyance: What should I do when my cousin sister started to ignore me, insult me and reply rudly to my messages?","My boyfriend's sister is rude to me when I have been nothing but kind to her, what should I do?"
curiosity to confusion: What is the difference between Lee-Enfield and Caracano?,What is the difference between Lee-Enfield and Caracano?
anger to curiosity: What was the worst experience you had on holiday?,What was the worst experience you had on holiday?
admiration to curiosity: How can I develop good writing skills?,How do I enhance my story writing skills?
confusion to curiosity: How can I quit smoking forever? I have failed so many times but I am so fed up with smoking everytime. Any suggestions?,How do I quit Smoking forever?
confusion to love: My boyfriend has been acting so weird. I don't know what to do. How should I handle it?,My boyfriend has been acting so weird. I don't know what to do. How should I handle it?
sadness to curiosity: What is the quickest and less painful way to commit suicide?,What is the quickest and less painful way to commit suicide?
confusion to curiosity: Why can't I keep a conversation going?,How do I keep a conversation going?
curiosity to confusion: Which is better? Maggi or Yippee?,Which is better? Maggi or Yippee?
admiration to curiosity: What are some amazing facts related to Taj Mahal?,What are some facts about the Taj Mahal?
admiration to curiosity: What are the greatest Tamil movies of all time?,What are the best Tamil movies of all time?
confusion to curiosity: Is it worth going to medical school or should I choose finance instead?,Is it worth going to medical school?
annoyance to curiosity: I made a fool out of myself by begging and writing calling texting my ex for the past 10 months since we've broken up. Did I ruin all of my chances? I really want her back what should I do now?,I made a fool out of myself by begging and writing calling texting my ex for the past 10 months since we've broken up. Did I ruin all of my chances? I really want her back what should I do now?
admiration to curiosity: What is that makes Yuvraj Singh's batting look so pleasing and good to watch on the eyes.how is he both brutal and elegant at the same time?,What makes a person elegant?
curiosity to admiration: What is the wisest/smartest/cleverest thing you have heard a child say?,What is the wisest/smartest/cleverest thing you have heard a child say?
curiosity to love: What should I do to know if my girlfriend still loves me?,What should I do to know if my girlfriend still loves me?
love to curiosity: What are the symptoms of LOVE?,What are the symptoms of being in love?
curiosity to love: What is your favorite song or what song do you recommend?,What is your favorite song or what song do you recommend?
curiosity to joy: What are the best places to visit in Goa during September?,What are the best places to visit in Goa during September?
curiosity to admiration: What's the difference between major and bachelor's and double majors and master's and PHD and so on?,What's the difference between major and bachelor's and double majors and master's and PHD and so on?
curiosity to love: What is the role of destiny?,What is the role of destiny?
confusion to curiosity: Should I join Fidelity Investments as a software engineer or Accenture as senior software engineer? Does the destination matter?,What is a Senior Software Engineer supposed to know?
admiration to curiosity: What is the best prank that you have ever done?,What is the best prank you ever pulled on somebody?
confusion to curiosity: Have you ever been confused for the opposite sex?,Have you ever been mistaken for the opposite sex?
curiosity to love: Can science prove god does not exist? Or can God prove he exists?,Can science prove god does not exist? Or can God prove he exists?
curiosity to confusion: How can I stop worrying about what other people think?,How can I stop worrying about what other people think?
curiosity to confusion: Which is the best coaching in Guwahati for droppers?,Which is the best coaching in Guwahati for droppers?
confusion to curiosity: Which mutual fund should I invest in and why?,Why should you invest in mutual funds?
curiosity to confusion: Who would be in a disadvantage in a skirmish in the gundam universe?,Who would be in a disadvantage in a skirmish in the gundam universe?
annoyance to curiosity: What's the most annoying thing your parents do to teens?,What's the most annoying thing your parents do to teens?
curiosity to confusion: How can I change a shortcut into an original file?,How can I change a shortcut into an original file?
curiosity to admiration: How can I learn the top marketing skills?,How can I learn the top marketing skills?
curiosity to sadness: I have pain in my calf muscles of both legs when I wake up in the morning. What could be the reason and what's the cure?,My hamstring and calf muscles are so tight when I wake up it hurts to walk. What can I do?
confusion to curiosity: Where can I find more information about sunrock marijuana?,Where can I get more information about Madhubala?
"curiosity to joy: After so many years, I still can't get enough of Danza Kuduro. How many of you still listen to this eargasmic song?","After so many years, I still can't get enough of Danza Kuduro. How many of you still listen to this eargasmic song?"
fear to curiosity: Which horror movie has the most jump scares?,Which horror movie has the most jump scares?
curiosity to anger: What caused Sweden rape statistics to rise significantly in the past years?,What are the causes of Sweden's rape epidemic?
confusion to curiosity: Which of the eponymous laws are mostly true in our daily lives despite not having a scientific basis?,Do we use decimals in our daily lives?
curiosity to admiration: Why are Japanese girls so hot?,Why are Japanese girls so hot?
sadness to curiosity: My toe nails are too painful (not blue/black) after long run. What might be the reason?,My toe nails are too painful (not blue/black) after long run. What might be the reason?
love to admiration: What are some innocent pictures depicting sibling love?,What are some innocent pictures depicting sibling love?
curiosity to confusion: How can I see the delete message of viber?,How can I see the delete message of viber?
curiosity to sadness: Why do people read books or watch movies that are sad?,Why do people watch sad movies in their leisure?
curiosity to love: How do you feel when you fall in love?,How do you feel when you fall in love?
curiosity to confusion: Why did my credit score drop by 32 points without any reason?,Why did my credit score drop by 32 points without any reason?
confusion to curiosity: How can I not get bored?,How can one never be bored?
love to curiosity: When was the last time you have felt loved?,When is the last time you felt like you were the happiest person in the world?
"curiosity to confusion: Can high blood pressure be cured? If not, how can one control it?","Can high blood pressure be cured? If not, how can one control it?"
love to curiosity: Do psychopaths love their children?,Who is a movie psychopath you would love to have dinner with but kill him or her afterwards?
"curiosity to amusement: French (language): What is the best English translation for ""la vie en rose?""","French (language): What is the best English translation for ""la vie en rose?"""
confusion to curiosity: Are psychopaths less likely to be religious?,Do you know of psychopaths who are religious?
admiration to curiosity: What is the best electric razor.?,Shaving: Which is the best electric shaver? Why?
fear to confusion: Difference between fear and intution?,Difference between fear and intution?
curiosity to confusion: How do I know if my wife has been faithful?,How do I know if my wife has been faithful?
curiosity to admiration: What is the greatest lie you have ever told yourself?,What is the greatest lie you have ever told yourself?
love to curiosity: How do you tell an employer you can't come to work because of the death of a loved one?,"Do may people claim to have seen a ""loved one"" after his or her death?"
curiosity to confusion: How do I start making money online without a capital?,How do I start making money online without a capital?
curiosity to admiration: Can Britain manage to colonize the powerful India of today if they so desire?,Can Britain manage to colonize the powerful India of today if they so desire?
confusion to curiosity: why do I have a lot of dreams ?,"How has life been post unsuccessful UPSC venture, 4-5 years down the lane, professionally and in general?"
confusion to curiosity: I didn't have much appetite before Prozac and still don't have it one month in either. How does this make sense?,Why don't I still have much appetite after one month on Prozac? Is the drug working for me?
"sadness to love: Dating and Relationships: How can someone pretend that they love you, for 3 years and then just leave when they get a chance? Isn't it just sad?","Dating and Relationships: How can someone pretend that they love you, for 3 years and then just leave when they get a chance? Isn't it just sad?"
annoyance to anger: What are some of the stupidest things that America has done?,What are some of the stupidest things that America has done?
curiosity to love: Can someone love two people at a time?,Can someone love two people at a time?
curiosity to annoyance: How many books has the average Jeopardy contestant read in their life prior to going on the show?,Who is this guy constantly on the youtube ad showing off his Lamborghini and how many books he reads? He's so annoying to me.
sadness to curiosity: What is the saddest book you've ever read?,What is the saddest book you've ever read?
confusion to curiosity: How do I become a transgender female if I'm not very feminine?,Can a transgender woman become pregnant?
love to curiosity: What kind of love?,What kind of job you like most?
confusion to curiosity: Why don't I remember movies and books shortly after having watched/read them?,I'm 21. Am I too old to read/watch the Harry Potter series for the first time?
curiosity to admiration: What are the 10 best photography websites?,What are the 10 best photography websites?
confusion to fear: How do I overcome the fear of driving cars?,How can I overcome my fear of driving?
curiosity to love: How does it feel when you love someone?,How does it feel when you love someone?
curiosity to confusion: What should I do if I find out that my dad is having an affair?,What should I do if I find out that my dad is having an affair?
curiosity to love: How does one let go of their love?,How does one let go of their love?
"admiration to curiosity: I like a guy, he is a very nice person, awesome intellect, but he is not that good looking and doesn't know how to talk. I mean he bores me a lot. I try to ignore his looks, but I am always disappointed because he doesn't even talk nicely or make me happy. He's not even romantic. What should I do?",I am very interested in a guy but he doesn't know me not even my name. How do I make him come to me? I am super shy.
curiosity to confusion: How do I manage with a failed marriage?,How do I manage with a failed marriage?
curiosity to confusion: Should I join TCS or search for other opportunities?,Should I join TCS or search for other opportunities?
admiration to curiosity: Who is the most intelligent and wellrounded scientist ever?,Who is the most intelligent scientist ever?
surprise to admiration: Were the Vikings ever defeated or surprised?,Were the Vikings ever defeated or surprised?
fear to confusion: Why am I afraid of spiders?,Why am I afraid of spiders?
curiosity to confusion: What are the best hotels on Dubai?,What are the best hotels on Dubai?
curiosity to admiration: How do I free up space on my Mac?,How do I free up space on my Mac?
curiosity to admiration: What is the best laptop under 60k(900$ approx)?,What is the best laptop under 60k(900$ approx)?
curiosity to admiration: How do I jailbreak iOS 8.1.2?,How do I jailbreak iOS 8.1.2?
curiosity to excitement: What gets you excited about programming?,What gets you excited about programming?
curiosity to sadness: What is the best feel good song to listen to when depressed?,Which song is the best when you feel lonely and depressed?
confusion to love: I've been with a girl for a month and she isn't sure about us. Is that a problem? Can I do anything about it?,I've been with a girl for a month and she isn't sure about us. Is that a problem? Can I do anything about it?
curiosity to confusion: What do we live for?,What do we live for?
"curiosity to confusion: Why are the U.S. led allies so excited to have made Libya as what it is today, and continue to prolong Syria war by supporting and arming rebellions?","Why are the U.S. led allies so excited to have made Libya as what it is today, and continue to prolong Syria war by supporting and arming rebellions?"
"optimism to curiosity: If someone were to make a movie about your life, who would you hope would play you?",What actor/actress would you cast to play you in a movie about your life?
curiosity to confusion: Why would you vote for Donald Trump?,Why would you vote for Donald Trump?
love to curiosity: How do I overcome from 5years love break up?,"During the medieval ages, what was housing like for kings?"
curiosity to confusion: What qualities of women would impress intelligent men?,What qualities of women would impress intelligent men?
"confusion to curiosity: Should I eat before I exercise and, if so, what should I eat?",What should I eat before and after a workout?
curiosity to admiration: How did you become good writer and reader?,How did you become good writer and reader?
curiosity to fear: How do you overcome the fear of failure?,How we get rid of fear?
curiosity to love: Why the male friend teases me? He every time speak over my words.Can it be he hate me?,Why the male friend teases me? He every time speak over my words.Can it be he hate me?
confusion to curiosity: How do I reset my Facebook password when my email was not verified by FB and my mobile no. was not registered due to which a reset code can't be sent?,I have forgotten my Facebook password and email password also?
curiosity to love: What is the analysis in Just friend by Lang Leav?,What is the analysis in Just friend by Lang Leav?
fear to curiosity: How do I overcome my fear of moths?,How do I overcome my fear of moths?
curiosity to annoyance: If I'm 15 and I want to be a model what should my height be at this age?,I can feel myself getting stupider with age. I'm 15. Is this possible?
confusion to curiosity: What should I do to make interest in studies?,How do I make interest towards studies?
confusion to curiosity: What language should I learn beside English?,What new language should I learn?
curiosity to confusion: NRI TRANSFER money TO WIFE AND SHE DEPOSIT in TO FIXED DEPOSIT in THIS SINARO WILL IT BE TAXABLE for TOTAL money?,NRI TRANSFER money TO WIFE AND SHE DEPOSIT in TO FIXED DEPOSIT in THIS SINARO WILL IT BE TAXABLE for TOTAL money?
confusion to curiosity: Should I upgrade from an iPhone 6 to iPhone 7?,Should I change my iPhone 6 for an iPhone 7?
curiosity to love: Have you ever been caught staring at someone?,Have you ever been caught staring at someone?
"annoyance to curiosity: As a doctor, what was your most 'now that was stupid' moment with a patient?","As a doctor, what was your most 'now that was stupid' moment with a patient?"
"love to confusion: My girlfriend lied to me about her virginity. She had sex with her ex. I love her and she loves me a lot, but it hurts me knowing that she lied. Should I ignore this?",My wife lied about domestic violence and had me arrested. I don't think I can ever trust her again. Should I get a divorce?
confusion to curiosity: What should I do to not wake up early?,What's the best way to meet tall girls?
curiosity to confusion: What is shadow wage rate?,What is shadow wage rate?
"disappointment to curiosity: I'm a fourth year medical student and I feel like I know nothing about medicine. It feels like I'll never become a doctor, let alone a good doctor. Is this a common feeling? Will it fade with time?","I'm a fourth year medical student and I feel like I know nothing about medicine. It feels like I'll never become a doctor, let alone a good doctor. Is this a common feeling? Will it fade with time?"
"admiration to curiosity: Would you abuse and abadon a beautiful woman for an ugly one, like 100 to 0 real quick? see comments…..",How can beauty be a curse?
curiosity to confusion: What is the best burning incense to cover up the smell when smoking pot?,What is the best burning incense to cover up the smell when smoking pot?
curiosity to amusement: Where can I get complete list of words banned by Google voice search?,Where can I get complete list of words banned by Google voice search?
curiosity to confusion: Why am I less obsessed with my phone and online dating sites after taking Prozac for 10 days?,Why am I less obsessed with my phone and online dating sites after taking Prozac for 10 days?
love to curiosity: Why do I love to hula hoop so much on Thursdays?,Why do you love hula hooping?
love to curiosity: Is it possible for a 25-year-old boy to fall in love with 10-year-old girls?,Is it possible for a 25-year-old man to fall in love with a 15-year-old girl?
curiosity to approval: What is the best way to substitute margarine for butter in a chocolate cake recipe?,What is the best way to substitute margarine for butter in a chocolate cake recipe?
curiosity to admiration: Why are Tamilian girls so beautiful?,Why are Tamilian girls so beautiful?
curiosity to confusion: Why so thirsty during sex?,Why so thirsty during sex?
curiosity to desire: Is there a way to prevent iOS from automatically hyperlinking locations and dates?,Is there a way to prevent iOS from automatically hyperlinking locations and dates?
curiosity to annoyance: Is it better to borrow money from friends & coworkers for an inexpensive automobile than it is to lease a car?,Is Madonna right that Hillary lost because women hate women?
confusion to curiosity: Do others agree that The Walking Dead has become boring and repetitive?,Do you think that The Walking Dead has gotten very boring lately?
curiosity to fear: Why do we fear being unloved?,Why do I fear of being unloved?
admiration to curiosity: What's the best way to buy a good second hand car?,How do I find a second hand car?
curiosity to confusion: Is it too late for me to participate in the 2020 Olympics if I start training today no matter what sport I choose? (I am in my early 20’s),Is it too late for me to participate in the 2020 Olympics if I start training today no matter what sport I choose? (I am in my early 20’s)
curiosity to admiration: How can I improve my story writing skills?,How can I improve my story writing skills?
love to curiosity: There is a girl that I like. How do I get her to like me?,What is the best way to get a girl to like you?
"love to curiosity: Based on popularity and general love for comedy, is Big Bang Theory better than Friends?",Is The Big Bang Theory going downhill?
curiosity to love: Most of us are never going to be famous. I'm miserable with this realization. What is the alternative to fame?,Most of us are never going to be famous. I'm miserable with this realization. What is the alternative to fame?
curiosity to admiration: How can I apply for internship at Jaguar UK?,How can I apply for internship at Jaguar UK?
anger to curiosity: What is the difference between being stupid and being an idiot?,What is the difference between being stupid and being an idiot?
curiosity to confusion: Why am I so sensitive and how do I become less sensitive?,Why am I so sensitive and how do I become less sensitive?
"confusion to curiosity: Which college should I choose between the two, software engineering and management at Thapar University or computer engineering at PICT Pune?",How is the software engineering and management branch in Thapar University? Do I have a scope (regarding placement) in this branch? Is there any better option for me with 147 marks in the JEE Mains in Thapar University?
love to curiosity: What is love? How can we find that we are in love?,What is real meaning of love?
curiosity to confusion: Can you donate blood if you have a tattoo?,Can you donate blood if you have a tattoo?
curiosity to admiration: What is the must watch movie according to you?,What is the must watch movie according to you?
curiosity to disgust: Are Subway sandwiches unhealthy?,What are the most disgusting Subway sandwiches you have seen?
curiosity to confusion: What are some of the funniest Google search results?,What are some of the funniest Google search results?
admiration to curiosity: The best of 2016: Which are the best Bollywood movies in 2016?,Which is the best Bollywood movie of 2016?
"surprise to curiosity: What is the song that goes like ""Woah oh oh oh woah oh woah""?","What is the song that goes like ""Woah oh oh oh woah oh woah""?"
curiosity to love: Can I write exams in two different courses indifferent college and their time table not fight each other?,Can I write exams in two different courses indifferent college and their time table not fight each other?
"admiration to curiosity: The baseball great Jackie Robinson. Was he a music lover? What music, if any, did he particularly like?","What type of music, if he likes music, does Jimmy Wales listen to? And who would he describe as his favorite musician(s)?"
love to curiosity: Psychopaths: How do you feel about your parents? Do you love them?,How do psychopaths who were raised by good parents feel about their parents?
curiosity to fear: How should I feel or react when my husband told me he got a mistress?,I was my husband's mistress when he was married to his first wife and now I see what a horrible thing I did. How do you ever make amends for wrecking someone's home?
curiosity to desire: Is it worth it to start developing Windows phone apps?,Is it worth it to start developing Windows phone apps?
"love to admiration: Should I go against my family and marry an average-looking girl who loves me a lot or go with the easily available, beautiful girl my family approves of?","Should I go against my family and marry an average-looking girl who loves me a lot or go with the easily available, beautiful girl my family approves of?"
admiration to curiosity: What makes a good photo a good photo?,Is this a good photo?
surprise to curiosity: What are 10 shocking facts about Ancient Rome?,What are 10 shocking facts about Ancient Rome?
admiration to curiosity: How can we score excellent marks in class 12th board exams?,What should I do to obtain maximum marks in 12th board exams?
curiosity to admiration: What is the wildest thing you ever done?,What is the wildest thing you ever done?
"confusion to curiosity: Why can't I motivate myself to do anything, and what can I do to motivate myself?",Self-Improvement: How can I motivate myself to work hard?
confusion to curiosity: Why am I not getting job in software industry?,How do I get a job in the software industry?
curiosity to confusion: Is the following sentence correct?,Is the following sentence correct?
curiosity to fear: Why are some people scared of the dark?,Why are some people afraid of darkness?
curiosity to confusion: How much is a pound of weed?,How much is a pound of weed?
confusion to curiosity: Should I grow my hair?,Can I grow my hairs?
fear to curiosity: How do I get over my fear of surgery?,How do I get over my fear of surgery?
"curiosity to anger: How do you say ""good morning"" in Hindi?","My parents get angry when I don't say ""good morning?"" What do I do? "
admiration to curiosity: What is your favorite creature in Fantastic Beasts and Where to Find Them (2016 movie) and why?,Which creature is your favourite in the film Fantastic Beasts and Where to Find Them?
"love to curiosity: What is the best way to respond when someone says ""I love you"" to you?",What is the best way to reply to someone that doesn't love back?
confusion to curiosity: I feel like I’m trapped in the sexual world. Should I even bother escaping?,Should I stop bothering about the number of likes I get in my Instagram photos?
anger to curiosity: How do you argue against arrogant people?,How do you argue against arrogant people?
curiosity to admiration: Who had the best male physique in history?,Who had the best male physique in history?
confusion to curiosity: What should I do to reduce RAM usage in windows 7?,How do I to reduce RAM usage on windows 10 in my laptop?
curiosity to confusion: What are some job profiles for lawyers who want to do socio-political work in India?,What are some job profiles for lawyers who want to do socio-political work in India?
curiosity to love: Can a person fall in love twice?,Can a person fall in love twice?
admiration to curiosity: What are some of the great places to visit in Chennai?,What are the useful places to visit in Chennai?
curiosity to confusion: How can I get straight across thick eyebrows? I am a guy (I'm straight) and I have slightly wavy eyebrows. How can I get them straight?,How can I get straight across thick eyebrows? I am a guy (I'm straight) and I have slightly wavy eyebrows. How can I get them straight?
confusion to curiosity: Is it possible that I am a sociopath?,Is it possible to fix a sociopath?
"confusion to curiosity: Pls tell me in detail, how this thing actually works in java.Unicode is 16 bit character set, but then how int type of 32 bit works? Im confused?",How do I make my own data type in integer which is stored 128 bytes?
"admiration to curiosity: Todd Howard a great inspiration. Does he actually talk to his fans that reach out, and if so how would I contact him?",How would have Shahrukh Khan reacted if the incidents from his movie Fan actually happened to him in real life?
confusion to curiosity: Should I wear a crew or v neck t shirt with a blazer?,Does anyone want customizable e-greetings with your names for free?
curiosity to confusion: What's the meaning of ISO?,What's the meaning of ISO?
curiosity to admiration: How can I write SEO content fast?,How can I write SEO content fast?
curiosity to love: What happens if a chainsmoker is unable to smoke for many months?,What happens if a chainsmoker is unable to smoke for many months?
curiosity to love: What is the meaning of love?,What is the meaning of love?
admiration to curiosity: How can I get excellent at programming?,How do I excel at programming?
curiosity to surprise: How was the Java programming language created?,"I was wondering how James Gosling invented Java programming language and how he create identifier, methods, keywords etc."
"curiosity to amusement: After 1st date, he tried to kiss me, said he lived nearby and left me on corner to find a cab after dinner. Rude, clueless or inexperienced w dating?","After 1st date, he tried to kiss me, said he lived nearby and left me on corner to find a cab after dinner. Rude, clueless or inexperienced w dating?"
curiosity to confusion: How do I tell my religious family I don't believe in God?,How do I tell my religious family I don't believe in God?
confusion to curiosity: Do I need copyright permission before uploading a cover of a Bollywood song on YouTube?,Do I need permission from the copyright owner to do a cover on YouTube?
curiosity to annoyance: Why is Hillary Clinton blamed for Benghazi attacks? Is she responsible for the security failure and the deaths?,Did Hillary Clinton blame the Benghazi attack on a Youtube video publicly while privately telling those close to her that it was a terrorist act?
confusion to curiosity: Why is my deodorant not working?,How do deodorants work?
curiosity to sadness: Why is my dog limping with no pain?,"My dog is limping on its back leg but feels no pain, what causes this?"
curiosity to admiration: What is good with Southern Comfort?,What is good with Southern Comfort?
sadness to curiosity: I want friends badly..,I want friends badly..
"confusion to curiosity: I cheated on my husband, and now I don't know what to do? Details in comments",How do I know my husband is cheating on me?
curiosity to anger: What is the difference between MAKE IN INDIA and MAKE AMERICA GREAT AGAIN?,I tear my clothes when I am angry.How can I stop this habit?
curiosity to confusion: How do I watch English movies online with subtitles?,How do I watch English movies online with subtitles?
curiosity to anger: What should I do if I hate my life?,What is the thing you hate most about life and want to get rid of?
surprise to curiosity: What is the most shocking thing you saw your sister do?,What is the most shocking thing you saw your sister do?
admiration to curiosity: Is the OnePlus One as good as it was said?,Why is OnePlus One so good?
anger to curiosity: What are the things you hate when walking on road?,What are the things you hate when walking on road?
confusion to curiosity: Why am I not getting the output for this C++ code?,Why doesn't this C++ code work?
confusion to curiosity: How do I unblock someone on Instagram if I forgot their name?,How do I unblock my Instagram?
curiosity to confusion: What type of questions are asked in a Goldman Sachs interview?,What type of questions are asked in a Goldman Sachs interview?
anger to disgust: What is the worst thing that you have done?,"What is the worst thing to ever happen to India, as a nation?"
"curiosity to confusion: Is it possible to start a fire with ice? If so, how?","Is it possible to start a fire with ice? If so, how?"
confusion to curiosity: Why do I find it difficult to look into someone's left eye?,How do I find finance internships in Hyderabad? Why is it so difficult? Where should I look for them?
curiosity to confusion: How I can move in other Country with 1 million euros and good business experience but no degree to start a new life?,How I can move in other Country with 1 million euros and good business experience but no degree to start a new life?
