input_text,target_text
"admiration to approval: Chris Packham, naturalist and TV presenter, said: 'These stunning images by so many talented photographers highlight the diversity, breadth and beauty of our precious wildlife and the need to protect their habitats.","The importance of safeguarding the habitats of our precious wildlife was emphasized by Chris Packham, a naturalist and TV host, through the use of striking images captured by many talented photographers."
"fear to nervousness: As a child he drew a picture of himself playing at Augusta but after two heart transplants, the 35-year-old American feared he might not make it.","As a youngster, he created an image of himself playing at Augusta, but now, at 35 years old and having undergone two heart transplants, he was worried he wouldn't be able to go."
"admiration to surprise: Especially considering a person is at his or her weakest at hospital, expecting them to use a brass bell to call for help is incredible.",It is astonishing to expect someone to use a brass bell to request aid while they are at their most vulnerable in a hospital.
joy to approval: We are delighted he has been caught and he now has to face the punishment for it.,It is with pleasure that we acknowledge his capture and the fact that he will now be subject to punishment.
gratitude to admiration: Mrs Manser also thanked Thames Valley Police for bringing Sines to justice in what she called a 'very difficult case'.,Mrs Manser conveyed her appreciation to Thames Valley Police for their successful prosecution of Sines in what she characterized as a particularly difficult case.
"confusion to surprise: So, I can’t understand why Mariella Frostrup — a woman who is smart, successful, has the voice of a vamp and looks that make men of most ages go weak at the knees — has declared herself, at a mere 52, the poster girl for the fed up 50-something brigade.","Mariella Frostrup, a woman of great intelligence, success, and physical allure that can make men swoon, has surprisingly declared herself the spokesperson for the discontented 50-something group at the young age of 52, which I find difficult to understand."
joy to caring: Relief finally came when Ms Richardson .,"At last, Ms Richardson brought relief."
"joy to admiration: happiness - while Australia is in the top five in a recent survey, .","According to a recent survey, Australia is one of the top five happiest countries."
anger to annoyance: English hate everyone and everyone hates the Welsh.,"The English harbor ill will towards everyone, and the Welsh are universally despised."
"disappointment to remorse: Carole Souter, its chief executive, said: ‘It is disappointing that we were unable to support the Greenhithe and Swanscombe application for a Kent-based project to sow poppies across the county.","The chief executive, Carole Souter, expressed her regret in not being able to provide support for the Greenhithe and Swanscombe application for a Kent-based project to sow poppies across the county."
"admiration to approval: Along with them have come equally stunning airport lounges, and the super-luxe first-class areas in international hubs around the world are a testament to a new age of luxury.","The introduction of magnificent airport lounges has been accompanied by the emergence of deluxe first-class zones in international aviation hubs, signifying a new epoch of opulence."
"admiration to approval: It's all so good, in fact, you might even want to get to the airport early.",The experience is so positive that you may consider arriving at the airport early.
"joy to approval: A buffet is always on, and in addition to the views, the elegant Finnish and Nordic furniture designs provide their own easy pleasure.","The buffet is perpetually open, and the sophisticated Finnish and Nordic furniture designs provide their own effortless enjoyment, in addition to the picturesque views."
"gratitude to disappointment: Thankfully, not far from Gate 62 at Hong Kong International, those expectations will be overturned.","Fortunately, in the vicinity of Gate 62 at Hong Kong International, those expectations will be invalidated."
"approval to disapproval: There was plenty of condemnation on social media, but at least one poster on Twitter who sympathizes with the ISIS terror group saw the removal as a good thing.","While social media was filled with disapproval, a sympathizer of the ISIS terror group on Twitter expressed satisfaction with the removal."
"sadness to disappointment: The unusual hobby has taken a toll on Katy, who has even had teeth knocked out in the ring .","Katy's unique hobby has had a negative impact on her, with her losing teeth during bouts."
"optimism to desire: If successful, she hopes to give up her cleaning career and become a full-time competitor on the wrestling circuit in America.",Her ambition is to become a full-time wrestler in America and give up her cleaning job if she achieves success.
love to approval: She said: 'I really like the wrestling too.,"""I'm with you on the wrestling, I really like it,"" she affirmed."
anger to annoyance: But the plan to displace Bedouins sparked anger.,The Bedouin displacement scheme triggered resentment.
excitement to joy: Ramsey wheels away in celebration after scoring in extra time at Wembley against Hull City .,Ramsey's celebration involves wheeling away after scoring in extra time against Hull City at Wembley.
optimism to approval: We do push ourselves as a team and I think the title is getting closer.,The title is becoming more attainable as we push ourselves as a cohesive unit.
"admiration to approval: This season, we didn’t start too well but the second half has been really good and consistent.","Although we didn't start off well this season, we've been consistently performing at a high level in the second half."
approval to disapproval: It’s important not to take the game lightly.,Taking the game lightly is not advisable.
"optimism to desire: But we, Nicole’s family, hope that we can now get on with the process of rebuilding our lives.",The goal of Nicole's family is to move forward and reconstruct our lives.
"desire to sadness: Please, please, please, we miss you, come back.","We're begging you to come back, we miss you terribly."
"joy to admiration: He wrote: 'Great to catch up with HRH, and show him Wasps support for the amazing Invictus Games.","He wrote: 'Great to catch up with HRH, and show him Wasps support for the amazing Invictus Games."
excitement to joy: Arsenal players celebrate winning the 1979 FA Cup final at Wembley after beating Manchester United 3-2 .,The 1979 FA Cup final at Wembley ends with Arsenal players celebrating their 3-2 win over Manchester United.
optimism to desire: James Tomkins hopes to return to action with West Ham before the end of the season .,"Prior to the end of the season, James Tomkins is eager to get back in action with West Ham."
optimism to approval: Jay Shapiro hopes that his snap shot of youth baseball in the East African country will raise the profile of the sport in a part of the world where he says it means so much to its players.,Jay Shapiro's photographic representation of youth baseball in East Africa is intended to increase awareness of the sport's importance to its participants in a part of the world where it holds great meaning.
confusion to fear: Why Syria turmoil threatens the Middle East .,The Middle East faces a threat from the turmoil in Syria.
"admiration to realization: Worcestershire-born Mr Frampton, 68, awarded a BA degree with Double First Class Honours at Oxford, said: 'Perhaps I should have realised earlier but the fraudster was very good and very intelligent.","Worcestershire-born Mr Frampton, 68, awarded a BA degree with Double First Class Honours at Oxford, said: 'Perhaps I should have realised earlier but the fraudster was very good and very intelligent."
anger to annoyance: The decision to deny him the right to remain in the UK provoked widespread anger.,The determination to disallow him from staying in the UK caused a lot of public outrage.
amusement to admiration: Stepfather John Benson said she was humble and modest about her many talents and had an unmistakable laugh.,"Her stepfather John Benson stated that she had many talents but remained humble and modest, and her laugh was easily recognizable."
"joy to disappointment: The area was evacuated and the celebration had to be cancelled as firemen rushed to the reception, being held at a beauty spot yards from Lake Windermere in Cumbria.",Firemen rushing to a reception being held at a beauty spot near Lake Windermere in Cumbria caused the cancellation of the celebration and the evacuation of the area.
sadness to disappointment: But any hopes that this was a sign of her condition improving were dealt a devastating blow the following week when medics attempted to bring her out of her coma only for her to suffer a series of dangerous seizures.,"The initial signs of progress were quickly dashed when she suffered from a series of dangerous seizures upon being brought out of her coma by medical professionals the following week, indicating that her condition had not improved."
"annoyance to disapproval: A large chunk of this squad will not even make it through to 2019 and this endless talk of development, learning, number of caps and the future is disrespectful to them.","A substantial chunk of this team will not make it through to 2019, and discussing their development, experience, and future is disrespectful."
annoyance to disapproval: It is also disrespectful to the fans who pay a lot of money to go to Twickenham.,Showing disrespect to the fans who pay a considerable amount to attend Twickenham is also inappropriate.
"love to desire: I would love to see Lancaster make a really bold decision to set the scene and get some excitement in the team, do something to show that England mean business and that the last two performances are not acceptable.","It would be fantastic if Lancaster could make a daring decision to create excitement in the team and demonstrate England's determination to win, given the lackluster performances in the last two matches."
admiration to approval: That’s a good thing as all top teams need some sulphur in the air at times.,The occasional presence of sulphur in the air is a positive factor for top teams.
approval to disapproval: It’s not very nice sometimes but that is what true high-performance environments are like.,"High-performance environments are not always enjoyable, but that's just how it is."
annoyance to disappointment: It’s just made everything worse and harder to deal with.,It has only served to worsen the situation and make it more difficult to manage.
joy to admiration: was one of those characters that was thoughtful and kind and very happy .,"This particular character was characterized by their thoughtfulness, kindness, and overall sense of joy."
excitement to joy: The youngsters couldn't hide their delight after the Blackhawks snatched a dramatic 3-2 victory to seal their second Stanley Cup in just four seasons.,The teenagers were elated when the Blackhawks snatched a dramatic 3-2 victory to secure their second Stanley Cup in only four seasons.
"joy to admiration: But in a heartwarming display of sportsmanship, the Bruins' fan joined in with their celebrations and even took several victory snaps.",The Bruins' admirer exhibited sportsmanship by celebrating with them and taking several winning photos.
desire to disapproval: I wish I had never gone' What Yvonne .,"I shouldn't have gone, Yvonne."
sadness to disappointment: Unsuccessful: The bald eagle struggles to get any leverage and it fails to take flight .,Unsuccessful: The bald eagle struggles to get any leverage and it fails to take flight .
optimism to approval: Hopeful: Doctors were initially not sure if the teenager would survive but she is now breathing on her own .,"The teenager's independent breathing is a positive sign, as doctors were initially unsure if she would pull through."
"joy to approval: It's just fun to know that I obviously can do it, and I take a lot of confidence from that.""","The knowledge that I can do it is pleasurable, and it provides me with a lot of confidence."
"excitement to admiration: For excitement and goals, he was my favourite player,' the United and England captain said.",The United and England captain revealed that the player was his preferred choice due to his exciting performances and goal-scoring abilities.
"admiration to disappointment: Museum: The famous Art Institute of Chicago (111 S. Michigan Ave.) has enough rooms of artwork to keep a person exploring for days; unfortunately, I got there just before it closed at 5 p.m.","Museum: The famous Art Institute of Chicago (111 S. Michigan Ave.) has enough rooms of artwork to keep a person exploring for days; unfortunately, I got there just before it closed at 5 p.m."
admiration to approval: Members of NATO also applauded the announcement.,The announcement was well-received by members of NATO.
"surprise to disappointment: I never expected it to be, to turn out the way it did.""",The way things ended up was not what I had imagined.
"joy to admiration: The 43-year-old, who who was arrested over child pornography a few days before his death, wrote: 'Just finished a day with the most beautiful girl in the Beach Club of Sotogrande.","The 43-year-old, who who was arrested over child pornography a few days before his death, wrote: 'Just finished a day with the most beautiful girl in the Beach Club of Sotogrande."
love to approval: We've had meetings in the past where I like a two-way dialogue.,I have attended meetings in the past where I find a two-way conversation beneficial.
"caring to sadness: Missing: Josh Warner, 38, worked as a mechanic for the 2nd Stryker Brigade at Fort Lewis in Washington and his fellow soldiers became concerned when he did not show up for physical training Wednesday morning .","Missing: Josh Warner, 38, worked as a mechanic for the 2nd Stryker Brigade at Fort Lewis in Washington and his fellow soldiers became concerned when he did not show up for physical training Wednesday morning ."
"realization to sadness: The actress, who is best-known for playing Dr Clodagh Delaney in Irish medical drama The Clinic, told the inquest she collapsed when she realised her son’s life was in danger.","During the inquest, the actress, who rose to fame for playing Dr Clodagh Delaney in The Clinic, disclosed that she fainted when she learned of her son's life-threatening situation."
disgust to fear: I can’t properly say how awful this is.,I'm at a loss for words to describe how terrible this is.
"desire to curiosity: I wish to know if you have given Smith any money if you have knot would you be so kind as to try to send me a little as I want sum to get the child sum close (sic) with as she has knon to come out with please write by return of post you can send either stamps..' The letters are on paper stamped: 'County Gaol, Durham,' and were sent to William Lowrey in West Auckland.","Could you please inform me if you have given Smith any money? If not, would you be willing to send me a small amount as I need it to purchase clothing for the child who is expected to arrive soon? Please respond promptly and you may send stamps if you wish."
excitement to joy: Newcastle Falcons celebrate emphatically at the final whistle with victory over Exeter Chiefs .,The Newcastle Falcons celebrate their victory over the Exeter Chiefs with an emphatic display of jubilation at the final whistle.
excitement to joy: Newcastle Falcons players celebrate with the Kingston Park faithful in the South Stand on Sunday .,"At Kingston Park on Sunday, the Newcastle Falcons players celebrated with the South Stand supporters."
admiration to disappointment: It was a cracking game from the start with the Falcons making a mess of the kick-off as the ball rebounded back on the Exeter side and eventually a penalty into the corner saw Thomas Waldrom driven over from the line-out.,"The Falcons' kick-off was a disaster from the start, with the ball rebounding back towards Exeter. A penalty kick into the corner led to Thomas Waldrom being pushed over the line from the line-out."
joy to admiration: Last month he again showcased his lively sense of humour when he stopped the Popemobile to try on a firefighter's helmet in front of a Vatican crowd.,"Once more, he demonstrated his vivacious sense of humor by halting the Popemobile to try on a firefighter's helmet in front of a Vatican audience last month."
"fear to sadness: Fears were mounting today over the deputy head of a £25,000-a-year boarding school who went missing yesterday morning.","Unease was mounting today over the disappearance of the deputy head of a boarding school with a £25,000 yearly fee."
"disgust to disapproval: Hardy Society, said: 'The sites are simply awful places to put these .",The Hardy Society remarked that these sites are unsuitable places for these to be situated.
"excitement to joy: Manquillo, who has become Liverpool's seventh summer signing, told Liverpoolfc.com: 'I'm very happy to have signed for a club like Liverpool.","Manquillo, who has become Liverpool's seventh summer signing, told Liverpoolfc.com: 'I'm very happy to have signed for a club like Liverpool."
admiration to caring: I think it's one of the biggest in Europe.,"As far as I'm concerned, it's one of the biggest in Europe."
optimism to approval: I think the proof of what I can do is shown by a coach that has confidence in me.,My competence is validated by a coach's confidence in me.
admiration to surprise: Eva astounded nurses and midwives as well as her family when she was born weighing 7lbs 4oz at the James Cook University Hospital in Middlesbrough.,"Eva's birth weight of 7lbs 4oz at James Cook University Hospital in Middlesbrough was a surprise to nurses, midwives, and her family."
fear to sadness: She said her parents died without a resolution and she had feared she might as well.,"She revealed that her parents had passed away without a resolution, and she had been concerned she might suffer the same fate."
"optimism to nervousness: Despite his play-acting getting criticised by the likes of Diego Maradona, Muller only hoped that he wasn't made to look like a fool on global television.","Muller was worried about not being ridiculed on a global television platform, despite receiving criticism from Diego Maradona for his exaggerated acting."
optimism to desire: only hope that I looked okay.,My only wish was to look presentable.
optimism to nervousness: I just hope it didn’t look stupid on TV.,I'm uneasy about how it came across on TV.
"disappointment to disapproval: And time has not been kind to the thin charms of this ""Shrek"" wannabe.","The frail allure of this ""Shrek"" mimic has not been favored by time."
optimism to desire: It also hopes to open a window through which the general public can appreciate both art and science - two fields that for differing reasons can feel threatening to the non-expert.,"The organization's aspiration is to provide a means for the general public to understand and appreciate both art and science, two fields that can be intimidating to those without expertise for varying reasons."
love to desire: I just like to help her' 'They have a really special bond.,I simply like to be of service to her.
disappointment to disapproval: recommendation but was not surprised it had been declined.,"The recommendation was not approved, but the denial was anticipated."
approval to caring: The service has now resumed.’ He went on: 'The safety of customers and staff is our top priority and we do all we can to ensure customers can travel safely at all times.,The service has now resumed.’ He went on: 'The safety of customers and staff is our top priority and we do all we can to ensure customers can travel safely at all times.
gratitude to approval: Thankfully incidents of this nature are extremely rare on our network and the Tube is one of the safest railways in the world.,"It is reassuring to know that occurrences like this are exceptionally rare on our network, and the Tube is acknowledged as one of the most secure railways worldwide."
gratitude to admiration: It read: 'The family is truly thankful to the men and women of the United States Navy.,The note expressed the family's profound appreciation for the service of the US Navy members.
excitement to joy: Race: Van Persie made his way to the dugout to celebrate with new Manchester United manager Van Gaal .,"Van Persie made his way to the dugout to partake in the celebration with the new Manchester United coach, Van Gaal."
"confusion to sadness: It also raises the question why despite huge awareness campaigns for heart disease, the messages are not getting through.",The failure of heart disease awareness campaigns to effectively communicate their message is a topic of concern.
admiration to surprise: Stunning: Dead Rising 3 looks much better than the last two games - making the most out of the hardware .,Stunning: Dead Rising 3 looks much better than the last two games - making the most out of the hardware .
"admiration to approval: Generosity, courage and sense pave the path to victory.","The route to victory is paved by the characteristics of generosity, courage, and rationality."
"optimism to approval: We will be stronger for it.""",Our resilience will be enhanced by it.
"fear to nervousness: She had today described the fear of having to wait two weeks to discover if she had any sexually transmitted disease, which came back clear.","She had recently talked about her anxiety regarding waiting for two weeks to find out if she had any sexually transmitted diseases, but the results were negative."
admiration to realization: The discovery of antibiotics revolutionized medicine some 75 years ago.,A revolution in medicine occurred some 75 years ago with the discovery of antibiotics.
optimism to desire: But I try to give my best.,I attempt to give my optimal performance.
approval to desire: But we are more positive that we want to win.,We are more resolute in our goal to win.
"admiration to love: She said: 'I’m the smallest I’ve ever been, and I feel wonderful.","She said: 'I’m the smallest I’ve ever been, and I feel wonderful."
"joy to admiration: The magnificent creature seems calm and placid, blissfully unbothered by the swimmers surrounding it.","The awe-inspiring entity seems calm and composed, unaffected by the swimmers in its proximity."
"joy to curiosity: Snap happy: The curios croc investigates the underwater camera, poking its snout close to the lens .","The curious crocodile explores the underwater camera, getting up close to the lens with its snout."
fear to nervousness: Turkish officials are worried that the crisis could deteriorate and destabilize the area.,"Turkish authorities are uneasy about the crisis, fearing it could lead to destabilization in the region."
optimism to caring: Keep believing in yourself and hard work is the main thing.,The most important thing is to have confidence in oneself and commit to hard work.
"joy to admiration: But it’s a proud moment to stand in for Broony and I’m delighted.’ Now a seasoned Champions League and international player, Mulgrew might well have been forgiven for glossing over the honour bestowed on him in Reykjavik.","Mulgrew was proud to take Broony's place and didn't underestimate the honor in Reykjavik, despite his experience in the Champions League and international games."
excitement to admiration: It's much more exciting than any soap or drama on TV.,It's exceedingly more captivating than any soap or drama on television.
"admiration to approval: It not only looks good but boasts a hand-sprung chassis, is cushioned with leather suspension straps and features handspoked wheels.","Not only is it visually appealing, but it also features a hand-sprung chassis, leather suspension straps, and handspoked wheels."
"joy to admiration: magazine recently about parenthood, Tamara said: 'Motherhood is the best thing that's ever happened to me, and I'm enjoying every minute of it.","Tamara recently spoke to a magazine about parenthood and shared that being a mother is the most incredible experience she has ever had, and she is cherishing every minute of it."
"gratitude to joy: wrote alongside the immaculate snap: 'Welcome to the world Sophia, our .","Composed beside the picture-perfect image: 'Announcing the arrival of Sophia, our beloved baby.'"
admiration to approval: The 59-year-old has successfully steered the club to top-flight security after a difficult start to the season.,"The club's top-flight future has been secured by the 59-year-old, who overcame a difficult start to the season."
fear to nervousness: But the artist became alarmed when she learned that M&S had begun selling almost identical prints - using a similar font and with the slogans in the same position as her work - through its stores and website.,"The artist became worried when she learned that M&S had started selling prints that were almost identical to hers, with the same font and slogans in the same position, both in stores and online."
admiration to love: The family of Conner Marshall (pictured) have paid tribute to their 'brave and protective' son.,The loved ones of Conner Marshall (shown) have lauded their 'fearless and shielding' child.
approval to caring: of two weeks of standard antibiotics and you will be right as rain.,A two-week course of standard antibiotics will make you feel better.
"caring to sadness: Cause for concern: Although the marks look painful, they do not hurt and only produce a 'warm' sensation .","Although the marks look painful, they are not actually painful and only generate a warm feeling."
joy to admiration: A casual dinner: The new owners will enjoy their evening meal on this mezzanine floor with a gaping view of the Hudson River .,"The new owners will have a comfortable dinner on the mezzanine floor, admiring the expansive view of the Hudson River."
disgust to sadness: woman continued: ‘Thinking about it now it makes me feel sick.,woman continued: ‘Thinking about it now it makes me feel sick.
sadness to disappointment: A student who suffered a stroke has condemned the hospital where she was treated as a 'disgrace'.,The hospital that treated a student who suffered a stroke has been labeled a 'disgrace' by the patient.
curiosity to anger: Furious Jennie claims she was ignored by nurses even after calling out for help .,Outraged Jennie argues that she was ignored by nurses despite her pleas for help.
"sadness to disappointment: It has been an exhausting journey back, through operations and rehabilitation, and teaching his legs how to function again.","The process of returning has been exhausting, involving surgeries, recovery, and reacquainting his legs with how to work."
fear to nervousness: was too scared to turn a light on.,Was too apprehensive to light up the space.
"anger to disappointment: The blunder has caused anger amongst local residents, who claim strict parking enforcement in the town centre has hit local businesses.","The mistake has caused displeasure among residents in the area, who state that the strict parking regulations in the town center have had a negative impact on local commerce."
gratitude to joy: welcome an Obama visit to America's northern frontier – but only so he .,"We would be happy to have Obama visit America's northern frontier, but only if he satisfies certain prerequisites."
"caring to sadness: But the sand tiger had not been eating in recent weeks, with staff concerned over its apparent lack of appetite.","The sand tiger's lack of appetite had caused concern among the staff, as it had not been eating in recent weeks."
"amusement to admiration: Viral videos -- from pop videos to advertising, parodies to accidental hits -- have been entertaining, and occasionally informing, us like never before in 2012.","This year, viral videos, encompassing pop videos, advertising, parodies, and accidental hits, have been providing us with unparalleled entertainment and occasional information."
"joy to love: Our favorite is ""Mitt Romney Style,"" by New York-based CollegeHumor.com, making fun of the Republican governor and failed presidential candidate's wealth and swagger.","""CollegeHumor.com's ""Mitt Romney Style,"" based in New York, is the one we like the most, as it makes fun of the Republican governor and failed presidential candidate's riches and confidence."""
admiration to approval: The striking thing about walking into the lobby is just how serene it is.,The lobby's peacefulness is the most noticeable aspect upon arrival.
joy to admiration: Big draw: Patrick Vale (right) and Paul Davis (left) put the finishing touches on their amazing One Day Walk picture .,Big draw: Patrick Vale (right) and Paul Davis (left) put the finishing touches on their amazing One Day Walk picture .
"joy to admiration: Dinner at the Andaz, in its 1901 restaurant, is truly an experience to savour.",The dining experience at the Andaz's 1901 restaurant is something to be cherished.
"admiration to approval: The DIY Bloody Mary bar there is a great idea, but I summon a revitalising oatmeal and banana smoothie and a dreadnought of an English breakfast served in a huge roll from an interesting and fun New York-style menu.","While the DIY Bloody Mary bar is a good idea, I opt for a rejuvenating oatmeal and banana smoothie and a colossal English breakfast served in a substantial roll from a lively and exciting New York-style menu."
"admiration to approval: A stable, democratic and prosperous Egypt constitutes a tremendous asset for the AU, as it strives to achieve its stated objectives.""","The AU's ability to achieve its objectives would be enhanced by a stable, democratic, and prosperous Egypt."
"admiration to sadness: Tribute: Mrs Wiggin's mother Janet Cleaver said her daughter was 'the strongest person I've ever met' Sad: Mrs Wiggin with her father Tony (left), and with her sister Claire when she was seven (right, in right photo) Ms Cleaver added: ‘The wedding was absolutely lovely.","Tribute: Mrs Wiggin's mother Janet Cleaver said her daughter was 'the strongest person I've ever met' Sad: Mrs Wiggin with her father Tony (left), and with her sister Claire when she was seven (right, in right photo) Ms Cleaver added: ‘The wedding was absolutely lovely."
joy to caring: He said: ‘People who have a rich social life and a sense of meaning apart from themselves will be happier and live longer.,He stated that those who have a fulfilling social life and a sense of meaning beyond themselves will live longer and be happier.
"caring to sadness: Our hearts are with you.’ As his country said prayers on Sunday for those who were on board the missing flight, Malaysia's Prime Minister said no words could describe their pain.","Our hearts go out to you. Malaysia's Prime Minister expressed the nation's pain as they prayed for the missing flight on Sunday, acknowledging the depth of their sorrow."
"fear to disappointment: Distrubing: The headless pigeons and other birds has upset store owners, who say they are a health risk .","Distrubing: The headless pigeons and other birds has upset store owners, who say they are a health risk ."
"annoyance to embarrassment: Furious with the distasteful comment, dozens of Twitter users fired back with their own tweets labeling the comment as shameful.",The distasteful comment received a barrage of criticism from numerous Twitter users who labeled it as shameful.
"fear to sadness: Horror: Little Bou Phonesavanh, pictured right before and left after, was severely injured by a grenade during a police raid in May .","Little Bou Phonesavanh was left with severe injuries after being hit by a grenade during a police raid in May, as shown in the before and after images."
"surprise to sadness: Shocked: The child's mother, Alecia Phonesavanh, pictured, is in shock after what happened to her baby who is still recovering and may have suffered permanent brain damage .","The child's mother, Alecia Phonesavanh, is in shock after the traumatic event that left her baby with possible permanent brain damage and is still in the process of recovery."
disgust to annoyance: He said: 'The pictures are awful.,"""The pictures are abysmal,"" he uttered."
curiosity to surprise: I’d like to know how they have got away with it.,I am wondering how they have been able to elude justice.
gratitude to approval: He said he should be paid for the work he carried out to obtain planning permission and also claimed a right to the land since its value had increased considerably thanks to the planning consent.,He affirmed that he should be compensated for the work he completed to secure planning permission and asserted that he had a rightful claim to the land because its value had risen considerably as a result of the planning consent.
"curiosity to surprise: Carol Morris, 52, a resident on the street for 34 years, said: 'I have been wondering where my post is.","Carol Morris, 52, a resident on the street for 34 years, said: 'I have been wondering where my post is."
"fear to disappointment: The story was dramatic and important, but there was one troubling element: the byline on the piece.","The story was dramatic and important, but there was one troubling element: the byline on the piece."
"joy to approval: There is one piece of good news: The deficit is coming down, from 9.2% when Obama took office to 4.1% of GDP in 2017.","The deficit has improved from 9.2% to 4.1% of GDP, which is a positive outcome."
"optimism to admiration: I'm not complaining with what I have at all, but this could be a great change in fortunes for us.","I'm not unhappy with what I have, but this could be a wonderful opportunity for us."
caring to sadness: mother said he was deeply concerned about the candid footage Bravo had .,The mother conveyed that Bravo's candid footage had left him deeply troubled.
admiration to surprise: This is the incredible moment a 100ft jet of water shot into the sky after technicians accidentally punctured a water main.,Witness an incredible moment as a 100ft jet of water shoots into the sky after technicians accidentally punctured a water main.
"sadness to annoyance: She was arrested on Tuesday after a loud, disturbing rant about US President Barack Obama.",A loud and disturbing rant about US President Barack Obama resulted in her arrest on Tuesday.
admiration to approval: Kennedy's rhetoric in Berlin was equal to his good intentions.,Kennedy's rhetoric in Berlin was in line with his genuine intentions.
"joy to admiration: I'm glad they got to know him.""",It's wonderful that they got to establish a relationship with him.
"sadness to nervousness: Worry: An animal which has been missing since August 20 (left) and Midnight, last seen on August 13 (right) High number: Most of the disappearances have happened in the last few months, but some of the vanishing pets date back to the beginning of the year.","Worry: An animal which has been missing since August 20 (left) and Midnight, last seen on August 13 (right) High number: Most of the disappearances have happened in the last few months, but some of the vanishing pets date back to the beginning of the year."
confusion to sadness: Mystery: Freddie (pictured) is one of the vanished cats and has been missing from his owners since March 9 .,Mystery: Freddie (pictured) is one of the vanished cats and has been missing from his owners since March 9 .
"excitement to admiration: There was so much enthusiasm about the place, so much energy in those red shirts that they spent too much time throwing bodies forward for the majority of the game.","The high level of enthusiasm and energy in the place caused the team in red shirts to constantly push forward, resulting in them spending too much time doing so during the game."
"optimism to gratitude: It will come together — it has to with a team boasting the creative talents of Raheem Sterling, Adam Lallana and Coutinho in that forward line.","The forward line's creative prowess, thanks to Raheem Sterling, Adam Lallana, and Coutinho, ensures that the team will come together."
"surprise to disapproval: Perhaps surprisingly, the Michigan Association of Secondary School Principals opposes the idea, saying students already have enough standardized tests to study for as they exit high school.","The Michigan Association of Secondary School Principals is opposed to the idea, stating that students already have an adequate amount of standardized tests to prepare for as they graduate high school."
"surprise to sadness: Raul's classmates were spared the details of his death, but the school was nonetheless shocked at the boy's passing.","Despite Raul's classmates being spared the specifics of his death, the school was left reeling from the news of his passing."
"optimism to desire: Batista:  I hope, at the very least, first of all, I have to say that the real issue here is for me to get my children back.","Above all else, my ultimate goal is to have my children back in my care."
"optimism to caring: I hope, and it's my prayer, that this fallout will help enlighten those people who have any question about organ donation come forward, because there are so many people who are dying as a result of not having an organ.","I pray that this fallout will bring about a greater understanding of the significance of organ donation and inspire those who have questions to come forward, as there are countless individuals who are dying without access to organs."
"excitement to joy: After pipping his great American rival Brendan Hansen in the 100m final, Kitajima let rip with a primal scream of joy before exclaiming ""cho kimochi ii!""","Kitajima's victory over Brendan Hansen in the 100m final was celebrated with a primal scream of happiness and the phrase ""cho kimochi ii!"""
"admiration to approval: once again to great ends, willing to dedicate itself to the enrichment .","Once more, committed to pursuing ambitious goals and dedicated to enhancing its own capabilities."
optimism to approval: of becoming the healthiest state in the country by 2016 - with its .,Accomplishing the mission of becoming the healthiest state in the country by 2016 - along with its...
"admiration to caring: Samantha on the show praised the First Lady's moves, saying: 'I think .","Samantha praised the First Lady's moves on the show, saying: ""As far as I'm concerned..."""
annoyance to disapproval: A program to hand out weapons in high-crime areas in the same town where Gabrielle Giffords and 18 others were shot has caused sharp criticism from gun control advocates.,Gun control advocates have strongly condemned a program that distributes weapons in high-crime areas of the same town where Gabrielle Giffords and 18 others were shot.
"embarrassment to remorse: Uzma Khan, defending, said: 'Mr Topham is an utterly remorseful man full of shame.","Uzma Khan, defending, said: 'Mr Topham is an utterly remorseful man full of shame."
surprise to disappointment: three years.. is that it.. wow so much for justice.. and we users of vodafone have to pay for this through higher charges .,"Three years seems like a short time for justice to be served. Unfortunately, Vodafone customers will have to pay more to make up for it."
confusion to curiosity: Ordered phones then cancelled them what's wrong with that.,Is there anything wrong with ordering phones and subsequently cancelling them?
fear to sadness: California authorities are searching for an armed killer who's on the run after breaking into a home and repeatedly stabbed an eight-year-old girl to death.,"An eight-year-old girl was fatally stabbed multiple times by an armed intruder who broke into a California home, prompting a manhunt by authorities."
fear to nervousness: It came after mounting fears that the Coalition is on the verge of collapse.,"The Coalition's collapse seemed increasingly likely, causing mounting apprehension."
optimism to confusion: Whether it will provide a definitive solution to the world's ever-increasing energy needs remains to be seen.,It is unclear if it can provide a conclusive solution to the world's energy needs.
gratitude to admiration: The actual village has a whopping 117 buildings with Grade II listed status - and now the model version has qualified too thanks to its authentic portrayal of Cotswolds style and environment.,"By accurately capturing the essence of the Cotswolds style and environment, the model village has earned Grade II listed status, much like the actual village with its impressive 117 listed buildings."
"joy to admiration: Pride and joy: owner Julian Atherton looks at the model village of Bourton-on-the-Water, along the river .","Julian Atherton takes great pride and joy in the model village of Bourton-on-the-Water, which is located by the river."
joy to approval: He told the Guardian: ‘I'm delighted that in listing we have preserved the work of the local people who built the model village and protected its history for future generations.’ Big impression: A Japanese tourist walks past the pub .,He told the Guardian: ‘I'm delighted that in listing we have preserved the work of the local people who built the model village and protected its history for future generations.’ Big impression: A Japanese tourist walks past the pub .
disappointment to disapproval: Syria's opposition still feels deserted by the international community.,The global community has not provided assistance to Syria's opposition.
admiration to approval: The position has afforded me an unparalleled opportunity to travel around the continent meeting designers and going behind the scenes of what is fast becoming an influential and meaningful industry.,"The role has granted me an unmatched chance to explore the continent, connect with designers, and gain a behind-the-scenes understanding of a burgeoning and significant industry."
